Subpartida Arancelaria,Descripción Arancelaria,CIIU Rev. 4 A.C (2021),División,Grupo,Clase,Descripción
5206250000,"Hilados sencillos de fibras peinadas, con un contenido de algodón, inferior a 85% en peso, de título inferior a 125 dtex (superior al número métrico 80)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206310000,"Hilados retorcidos o cableados de fibras sin peinar, con un contenido de algodón, inferior a 85% en peso, de título superior o igual a 714.29 dtex por hilo sencillo (inferior o igual al número métrico 14, por hilo sencillo)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206320000,"Hilados retorcidos o cableados de fibras sin peinar, de algodón, inferior a 85% en peso, de título inferior a 714.29 dtex pero superior o igual a 232.56 dtex, por hilo sencillo (superior, al número métrico 14 pero inferior o igual número métrico 43)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206330000,"Hilados retorcidos o cableados de fibras sin peinar, de algodón, en peso inferior a 85% en peso, de título inferior a 232.56 dtex pero superior o igual a 192.31 dtex, (superior al número métrico 43 pero inferior o igual al número métrico 52)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206340000,"Hilados retorcidos o cableados de fibras sin peinar, de algodón, inferior a 85% en peso, de título inferior a 192.31 dtex pero superior o igual a 125 dtex, por hilo sencillo (superior al número métrico 52 pero inferior o igual número métrico 80)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206350000,"Hilados retorcidos o cableados de fibras sin peinar, con un contenido de algodón, inferior a 85% en peso, de título inferior a 125 dtex, por hilo sencillo (superior al número métrico 80, por hilo sencillo)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206410000,"Hilados retorcidos o cableados de fibras peinadas, con un contenido de algodón, inferior a 85% en peso, de título superior o igual a 714. 29 dtex, por hilo sencillo (inferior o igual al número métrico 14, por hilo sencillo)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206420000,"Hilados retorcidos o cableados de fibras peinadas, de algodón, inferior a 85% en peso, de título inferior a 714.29 dtex pero superior o igual a 232.56 dtex, por hilo sencillo (superior al número métrico 14 pero inferior o igual al número métrico 43)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206430000,"Hilados retorcidos o cableados de fibras peinadas de algodón, inferior a 85% en peso, de título inferior a 232.56 dtex pero superior o igual a 192. 31 dtex, por hilo sencillo (superior al número métrico 43 pero inferior o igual al número métrico 52)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206440000,"Hilados retorcidos o cableados de fibras peinadas, de algodón, inferior a 85% en peso, de título inferior a 192.31 dtex pero superior o igual a 125 dtex, por hilo sencillo (superior al número métrico 52 pero inferior o igual al número métrico 80)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5206450000,"Hilados retorcidos o cableados de fibras peinadas con un contenido de algodón, inferior a 85% en peso, de título inferior a 125 dtex, por hilo sencillo (superior al número métrico 80, por hilo sencillo)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5207100000,"Hilados de algodón (excepto el hilo de coser) con un contenido de algodón, superior o igual a 85% en peso, acondicionados para la venta al por menor",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5207900000,Los demás hilados de algodón (excepto el hilo de coser) acondicionados para la venta al por menor,1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5208110000,"Tejidos de algodón crudos de ligamento tafetán, de gramaje inferior o igual 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208120000,"Tejidos de algodón crudos de ligamento tafetán, de gramaje superior a 100 g/m2, con un contenido del algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208130000,"Tejidos de algodón crudos de ligamento sarga incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208190000,"Los demás tejidos de algodón crudos, de gramaje inferior o igual a 200 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208210000,"Tejidos blanqueados de ligamento tafetán, de gramaje inferior o igual a 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208211000,"Tejidos blanqueados de ligamento tafetán, de peso inferior o igual a 35 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5208219000,"Los demás tejidos blanqueados de ligamento tafetán, de peso inferior o igual a 100 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5208220000,"Tejidos blanqueados de ligamento tafetán, de gramaje superior a 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208220010,"Tejidos blanqueados de ligamento tafetán, de gramaje superior a 100 g/m2, de anchura superior o igual a 2,4 m, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208220090,"Los demás tejidos blanqueados de ligamento tafetán, de gramaje superior a 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208230000,"Tejidos blanqueados de ligamento sarga, incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208290000,"Los demás tejidos de algodón blanqueados, de gramaje inferior o igual a 200 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208310000,"Tejidos de algodón teñidos de ligamento tafetán, de gramaje inferior o igual a 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208320000,"Tejidos de algodón teñidos de ligamento tafetán, de gramaje superior a 100g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208320010,"Tejidos de algodón teñidos de ligamento tafetán, de gramaje superior a 100g/m2, de anchura superior o igual a 2,4 m, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208320090,"Los demás tejidos de algodón teñidos de ligamento tafetán, de gramaje superior a 100g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208330000,"Tejidos de algodón teñidos de ligamento sarga, incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208390000,"Los demás tejidos de algodón teñidos, de gramaje inferior o igual a 200 g/m2, con un contenido de algodón superior o igual a 85% en peso.,",1312.0,,,1312.0,Tejeduría de productos textiles
5208410000,"Tejidos de algodón con hilados de distintos colores, de ligamento tafetán, de gramaje inferior o igual a 100g/m2 con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208420000,"Tejidos de algodón con hilados de distintos colores de ligamento tafetán, de gramaje superior a 100 g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208430000,"Tejidos de algodón con hilados de distintos colores, de ligamento sarga , incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208490000,"Los demás tejidos de algodón con hilados de distintos colores, con un contenido de algodón superior o igual a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5208510000,"Tejidos de algodón estampados, de ligamento tafetán, de gramaje inferior a 100g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208520000,"Tejidos de algodón estampados, de ligamento tafetán, de gramaje superior a 100g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208520010,"Tejidos de algodón estampados, de ligamento tafetán, de gramaje superior a 100g/m2, de anchura superior o igual a 2,4 m, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208520090,"Los demás tejidos de algodón estampados, de ligamento tafetán, de gramaje superior a 100g/m2, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208530000,"Tejidos de algodón estampados, de ligamento sarga, incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón superior o igual a 85% en peso",1312.0,,,1312.0,Tejeduría de productos textiles
5208590000,"Los demás tejidos de algodón estampados, con un contenido de algodón superior o igual a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5208591000,"Los demás tejidos de algodón estampados, de ligamento sarga, incluido el cruzado, de curso inferior o igual a 4",1312.0,,,1312.0,Tejeduría de productos textiles
5208599000,"Los demás tejidos de algodón estampados, con un contenido de algodón superior o igual a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209110000,"Tejidos crudos de algodón, de ligamento tafetán, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209120000,"Tejidos crudos de algodón de ligamento sarga, incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209190000,"Los demás tejidos crudos de algodón, con un contenido de algodón superior o igual a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209210000,"Tejidos blanqueados de algodón, de ligamento tafetán, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209220000,"Tejidos blanqueados de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209290000,"Los demás tejidos blanqueados de algodón con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209310000,"Tejidos teñidos de algodón, de ligamento tafetán, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209320000,"Tejidos teñidos de algodón, de ligamento sarga, incluido el cruzado de curso inferior, o igual a 4, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209390000,"Los demás tejidos teñidos de algodón, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209410000,"Tejidos de algodón con hilados de distintos colores, de ligamento tafetán, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209420000,"Tejidos de mezclilla (""denim"") de algodón, con hilados de distintos colores, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209430000,"Los demás tejidos de ligamento sarga, incluido el cruzado de curso inferior o igual a 4, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209490000,"Los demás tejidos de algodón, con hilados de distintos colores, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209510000,"Tejidos estampados de algodón de ligamento tafetán, con un contenido de algodón superior o igual a 85% en peso, de gramaje superior a 200g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209520000,"Tejidos estampados de algodón de ligamento sarga o cruzado de curso inferior o igual a 4, con un contenido de algodón, superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5209590000,"Los demás tejidos estampados de algodón, con un contenido de algodón superior o igual a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210110000,"Tejidos crudos de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210120000,"Tejidos crudos de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210190000,"Los demás tejidos crudos de algodón, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210210000,"Tejidos blanqueados de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210210010,"Tejidos blanqueados de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, de anchura superior o igual a 2,4 m, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210210090,"Los demás tejidos blanqueados de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210220000,"Tejidos blanqueados de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un cont. de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210290000,"Los demás tejidos de algodón blanqueados, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210310000,"Tejidos teñidos de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210320000,"Tejidos teñidos de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/ m",1312.0,,,1312.0,Tejeduría de productos textiles
5210390000,"Los demás tejidos teñidos de algodón, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210410000,"Tejidos de algodón con hilados de distintos colores, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior al 85%en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210420000,"Tejidos de algodón con hilados de distintos colores, de ligamento sarga o cruzado de curso inferior. o igual a 4, mezclados excl. o principalmente. con fibras sintéticas. o artificiales, con un contenido. de algodón inferior. a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210490000,"Los demás tejidos de algodón con hilados de distintos colores, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210510000,"Tejidos de algodón estampados, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210520000,"Tejidos de algodón estampados, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas. o artificiales., con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5210590000,"Los demás tejidos de algodón estampados, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón, inferior a 85% en peso, de gramaje inferior o igual a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211110000,"Tejidos crudos de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211120000,"Tejidos crudos de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211190000,"Los demás tejidos de algodón crudos, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211200000,"Tejidos blanqueados, de algodón con un contenido de algodón inferior al 85% en peso, mezclado exclusiva o principalmente con fibras sintéticas o artificiales, de peso superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211210000,"Tejidos blanqueados de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211220000,"Tejidos blanqueados de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211290000,"Los demás tejidos blanqueados de algodón, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211310000,"Tejidos teñidos de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje inferior o igual 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211320000,"Tejidos teñidos de algodón, de ligamento sarga o cruzados de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211390000,"Los demás tejidos teñidos de algodón, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211410000,"Tejidos de algodón con hilados de distintos colores, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211420000,"Tejidos de mezclilla (""denim""), mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211430000,"Los demás tejidos de algodón con hilados de distintos colores, de ligamento sarga o cruzado de curso",1312.0,,,1312.0,Tejeduría de productos textiles
5211490000,"Los demás tejidos de algodón con hilados de distintos colores, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211510000,"Tejidos estampados de algodón, de ligamento tafetán, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211520000,"Tejidos estampados de algodón, de ligamento sarga o cruzado de curso inferior o igual a 4, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5211590000,"Los demás tejidos estampados de algodón, mezclados exclusiva o principalmente con fibras sintéticas o artificiales, con un contenido de algodón inferior a 85% en peso, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212110000,"Los demás tejidos de algodón crudos, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212120000,"Los demás tejidos de algodón blanqueados, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212130000,"Los demás tejidos de algodón teñidos, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212140000,"Los demás tejidos de algodón con hilados de distintos colores, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212150000,"Los demás tejidos de algodón estampados, de gramaje inferior o igual a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212210000,"Los demás tejidos de algodón crudos, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212220000,"Los demás tejidos de algodón blanqueados, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212230000,"Los demás tejidos de algodón teñidos, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212240000,"Los demás tejidos de algodón, con hilados de distintos colores, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5212250000,"Los demás tejidos de algodón estampados, de gramaje superior a 200 g/ m2",1312.0,,,1312.0,Tejeduría de productos textiles
5301100000,Lino en bruto o enriado,115.0,,,115.0,Cultivo de plantas textiles
5301210000,Lino agramado o espadado,1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5301290000,"Lino peinado o trabajado de otro modo, pero sin hilar",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5301300000,"Estopas y desperdicios, de lino (incluidos los desperdicios de hilados y las hilachas)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5302100000,"Cáñamo (cannabis sativa l.) en bruto o enriado, pero sin hilar",115.0,,,115.0,Cultivo de plantas textiles
5302900000,Estopas y desperdicios de cáñamo (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5302901000,"Cáñamo agramado, espadado, peinado (rastrillado) o trabajado de otro modo, pero sin pilar",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5302902000,Estopas y desperdicios de cáñamo (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303100000,"Yute y demás fibras textiles del liber, en bruto o enriados",115.0,,,115.0,Cultivo de plantas textiles
5303101000,"Yute y demás fibras textiles de liber, en bruto (en rama) (con exclusión del lino cáñamo y radmio)",115.0,,,115.0,Cultivo de plantas textiles
5303102000,"Yute y demás fibras textiles de liber, enriado ( con exclusión del lino cáñamo y radmio)",115.0,,,115.0,Cultivo de plantas textiles
5303103000,Yute en bruto o enriado,115.0,,,115.0,Cultivo de plantas textiles
5303109000,"Las demás fibras textiles del liber, en bruto o enriados",115.0,,,115.0,Cultivo de plantas textiles
5303901000,"Yute descortezado o trabajado de otro modo, pero sin hilar",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303902000,Estopas y desperdicios de yute,1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303903000,Estopas y desperdicios de yute (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303909000,Estopas y desperdicios de las demás fibras textiles del liber (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303909010,"Estopas y desperdicios (incluidas las hilachas) de las demás fibras textiles del liber (con exclusión del lino, cáñamo y ramio)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5303909090,"Las demás estopas y desperdicios de las demás fibras textiles del liber, no incluidas antes",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5304100000,"Sisal y las demás fibras textiles del género agave, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5304101000,"Pita (cabuya, fique) en bruto",115.0,,,115.0,Cultivo de plantas textiles
5304109000,"Sisal y las demás fibras textiles del género agave, en bruto o trabajados, pero sin hilar",115.0,,,115.0,Cultivo de plantas textiles
5304900000,"Estopas y desperdicios de sisal y demás fibras textiles del género agave, en bruto",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5304900010,"Estopas y desperdicios de sisal y demás fibras textiles del género agave, en bruto",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5304900090,Las demás estopas y desperdicios de sisal y demás fibras textiles del género agave (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305001100,"Fibras textiles vegetales de abacá, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5305001900,"Estopas y desperdicios de fibras textiles vegetales de abacá, (incluidos los desperdicios de hilados y las hilachas)",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305009000,"Coco, ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte, en bruto o trabajadas, pero sin hilar; estopas y desperdicios de estas fibras (incluidos los desperdicios de hilados y las hilachas)",115.0,,,115.0,Cultivo de plantas textiles
5305110000,"Fibras textiles vegetales de coco, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5305190000,Estopas y desperdicios de fibras textiles vegetales de coco (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305190010,"Estopas y desperdicios de coco (cáñamo de manila o musa textiles nee), en bruto o trabajado pero sin hilar",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305190090,"Las demás estopas y desperdicios de coco (cáñamo de manila o musa textiles nee), incluidos los desperdicios de hilados y las hilachas",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305210000,"Fibras textiles vegetales de abaca, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5305290000,Estopas y desperdicios de fibras textiles vegetales de abaca (incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305291000,"Las demás fibras textiles de abaca (cáñamo de manila o musa textiles nee), peinadas o trabajadas de otro modo, pero sin hilar",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305292000,"Estopas y desperdicios de fibras textiles vegetales de abaca, no expresadas ni comprendidas en otras partidas",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305900000,"Ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte, en bruto o trabajados, pero sin hilar; estopas y desperdicios de estas fibras (incluidos los desperdicios de hilados y las hilachas)",115.0,,,115.0,Cultivo de plantas textiles
5305910000,"Ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5305910010,Fibra textiles de ramio en bruto,115.0,,,115.0,Cultivo de plantas textiles
5305910090,"Las demás fibras vegetales, en bruto",115.0,,,115.0,Cultivo de plantas textiles
5305990000,Estopas y desperdicios de fibras textiles vegetales de ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otra parte(incluidos los desperdicios de hilados y las hilachas),1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305991000,Las demás estopas y desperdicios de ramio,1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305999010,"Las demás estopas y desperdicios de las demás fibras textiles vegetales, no expresadas ni comprendidas en otras partidas",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
5305999020,"Estopas y desperdicios de coco, abaca, ramio y demás fibras textiles vegetales no expresadas ni comprendidas en otras partidas",1311.0,,,1311.0,Preparación e hilatura de fibras textiles
